,date,value,year,month,day_of_year,rolling_avg_30d
400,2024-05-21T06:00:00.000,15.29,2024,May,142,15.252999999999998
401,2024-05-21T12:00:00.000,15.28,2024,May,142,15.253666666666668
402,2024-05-21T18:00:00.000,15.3,2024,May,142,15.254999999999999
403,2024-05-22T00:00:00.000,15.29,2024,May,143,15.256333333333334
404,2024-05-22T06:00:00.000,15.29,2024,May,143,15.257666666666667
405,2024-05-22T12:00:00.000,15.29,2024,May,143,15.259333333333332
406,2024-05-22T18:00:00.000,15.3,2024,May,143,15.261333333333333
407,2024-05-23T00:00:00.000,15.3,2024,May,144,15.263666666666667
408,2024-05-23T06:00:00.000,15.3,2024,May,144,15.266
409,2024-05-23T12:00:00.000,15.3,2024,May,144,15.268333333333334
410,2024-05-23T18:00:00.000,15.31,2024,May,144,15.270999999999999
411,2024-05-24T00:00:00.000,15.3,2024,May,145,15.273333333333333
412,2024-05-24T06:00:00.000,15.31,2024,May,145,15.276
413,2024-05-24T12:00:00.000,15.3,2024,May,145,15.277999999999999
414,2024-05-24T18:00:00.000,15.31,2024,May,145,15.280666666666667
415,2024-05-25T00:00:00.000,15.31,2024,May,146,15.283333333333333
416,2024-05-25T06:00:00.000,15.31,2024,May,146,15.285666666666666
417,2024-05-25T12:00:00.000,15.31,2024,May,146,15.287666666666667
418,2024-05-25T18:00:00.000,15.32,2024,May,146,15.29
419,2024-05-26T00:00:00.000,15.32,2024,May,147,15.292333333333334
420,2024-05-26T06:00:00.000,15.31,2024,May,147,15.294333333333332
421,2024-05-26T12:00:00.000,15.32,2024,May,147,15.296333333333333
422,2024-05-26T18:00:00.000,15.32,2024,May,147,15.298000000000002
423,2024-05-27T00:00:00.000,15.32,2024,May,148,15.299666666666667
424,2024-05-27T06:00:00.000,15.32,2024,May,148,15.301333333333334
425,2024-05-27T12:00:00.000,15.33,2024,May,148,15.303333333333335
426,2024-05-27T18:00:00.000,15.33,2024,May,148,15.304666666666666
427,2024-05-28T00:00:00.000,15.33,2024,May,149,15.306333333333335
428,2024-05-28T06:00:00.000,15.33,2024,May,149,15.307666666666668
429,2024-05-28T12:00:00.000,15.34,2024,May,149,15.309666666666665
430,2024-05-28T18:00:00.000,15.34,2024,May,149,15.311333333333334
431,2024-05-29T00:00:00.000,15.34,2024,May,150,15.313333333333333
432,2024-05-29T06:00:00.000,15.34,2024,May,150,15.31466666666667
433,2024-05-29T12:00:00.000,15.34,2024,May,150,15.316333333333334
434,2024-05-29T18:00:00.000,15.35,2024,May,150,15.318333333333333
435,2024-05-30T00:00:00.000,15.34,2024,May,151,15.32
436,2024-05-30T06:00:00.000,15.35,2024,May,151,15.321666666666667
437,2024-05-30T12:00:00.000,15.35,2024,May,151,15.323333333333332
438,2024-05-30T18:00:00.000,15.36,2024,May,151,15.325333333333333
439,2024-05-31T00:00:00.000,15.35,2024,May,152,15.327
440,2024-05-31T06:00:00.000,15.35,2024,May,152,15.328333333333331
441,2024-05-31T12:00:00.000,15.36,2024,May,152,15.330333333333334
442,2024-05-31T18:00:00.000,15.37,2024,May,152,15.332333333333334
443,2024-06-01T00:00:00.000,15.36,2024,June,153,15.334333333333335
444,2024-06-01T06:00:00.000,15.36,2024,June,153,15.336
445,2024-06-01T12:00:00.000,15.36,2024,June,153,15.337666666666667
446,2024-06-01T18:00:00.000,15.37,2024,June,153,15.339666666666666
447,2024-06-02T00:00:00.000,15.36,2024,June,154,15.341333333333333
448,2024-06-02T06:00:00.000,15.37,2024,June,154,15.343
449,2024-06-02T12:00:00.000,15.37,2024,June,154,15.344666666666667
450,2024-06-02T18:00:00.000,15.38,2024,June,154,15.347000000000001
451,2024-06-03T00:00:00.000,15.37,2024,June,155,15.348666666666668
452,2024-06-03T06:00:00.000,15.37,2024,June,155,15.350333333333333
453,2024-06-03T12:00:00.000,15.37,2024,June,155,15.351999999999999
454,2024-06-03T18:00:00.000,15.38,2024,June,155,15.354000000000001
455,2024-06-04T00:00:00.000,15.37,2024,June,156,15.355333333333332
456,2024-06-04T06:00:00.000,15.37,2024,June,156,15.356666666666666
457,2024-06-04T12:00:00.000,15.37,2024,June,156,15.357999999999999
458,2024-06-04T18:00:00.000,15.38,2024,June,156,15.359666666666666
459,2024-06-05T00:00:00.000,15.38,2024,June,157,15.360999999999999
460,2024-06-05T06:00:00.000,15.38,2024,June,157,15.362333333333334
461,2024-06-05T12:00:00.000,15.37,2024,June,157,15.363333333333333
462,2024-06-05T18:00:00.000,15.39,2024,June,157,15.365
463,2024-06-06T00:00:00.000,15.38,2024,June,158,15.366333333333333
464,2024-06-06T06:00:00.000,15.39,2024,June,158,15.367666666666667
465,2024-06-06T12:00:00.000,15.38,2024,June,158,15.369
466,2024-06-06T18:00:00.000,15.39,2024,June,158,15.370333333333331
467,2024-06-07T00:00:00.000,15.39,2024,June,159,15.371666666666668
468,2024-06-07T06:00:00.000,15.4,2024,June,159,15.373
469,2024-06-07T12:00:00.000,15.39,2024,June,159,15.374333333333333
470,2024-06-07T18:00:00.000,15.41,2024,June,159,15.376333333333333
471,2024-06-08T00:00:00.000,15.4,2024,June,160,15.377666666666666
472,2024-06-08T06:00:00.000,15.4,2024,June,160,15.378666666666668
473,2024-06-08T12:00:00.000,15.4,2024,June,160,15.379999999999999
474,2024-06-08T18:00:00.000,15.41,2024,June,160,15.381666666666668
475,2024-06-09T00:00:00.000,15.4,2024,June,161,15.383000000000001
476,2024-06-09T06:00:00.000,15.4,2024,June,161,15.383999999999999
477,2024-06-09T12:00:00.000,15.4,2024,June,161,15.385333333333334
478,2024-06-09T18:00:00.000,15.41,2024,June,161,15.386666666666665
479,2024-06-10T00:00:00.000,15.41,2024,June,162,15.388
480,2024-06-10T06:00:00.000,15.41,2024,June,162,15.389000000000001
481,2024-06-10T12:00:00.000,15.41,2024,June,162,15.390333333333333
482,2024-06-10T18:00:00.000,15.42,2024,June,162,15.392
483,2024-06-11T00:00:00.000,15.41,2024,June,163,15.393333333333334
484,2024-06-11T06:00:00.000,15.41,2024,June,163,15.394333333333332
485,2024-06-11T12:00:00.000,15.41,2024,June,163,15.395666666666667
486,2024-06-11T18:00:00.000,15.42,2024,June,163,15.397333333333334
487,2024-06-12T00:00:00.000,15.41,2024,June,164,15.398666666666667
488,2024-06-12T06:00:00.000,15.41,2024,June,164,15.399666666666667
489,2024-06-12T12:00:00.000,15.41,2024,June,164,15.400666666666668
490,2024-06-12T18:00:00.000,15.42,2024,June,164,15.402
491,2024-06-13T00:00:00.000,15.42,2024,June,165,15.403666666666668
492,2024-06-13T06:00:00.000,15.42,2024,June,165,15.404666666666666
493,2024-06-13T12:00:00.000,15.42,2024,June,165,15.406
494,2024-06-13T18:00:00.000,15.43,2024,June,165,15.407333333333334
495,2024-06-14T00:00:00.000,15.42,2024,June,166,15.408666666666667
496,2024-06-14T06:00:00.000,15.42,2024,June,166,15.409666666666668
497,2024-06-14T12:00:00.000,15.42,2024,June,166,15.410666666666666
498,2024-06-14T18:00:00.000,15.41,2024,June,166,15.411
499,2024-06-15T00:00:00.000,15.41,2024,June,167,15.411666666666667
500,2024-06-15T06:00:00.000,15.42,2024,June,167,15.412
501,2024-06-15T12:00:00.000,15.41,2024,June,167,15.412333333333333
502,2024-06-15T18:00:00.000,15.41,2024,June,167,15.412666666666667
503,2024-06-16T00:00:00.000,15.41,2024,June,168,15.413
504,2024-06-16T06:00:00.000,15.41,2024,June,168,15.413
505,2024-06-16T12:00:00.000,15.4,2024,June,168,15.413
506,2024-06-16T18:00:00.000,15.39,2024,June,168,15.412666666666668
507,2024-06-17T00:00:00.000,15.4,2024,June,169,15.412666666666667
508,2024-06-17T06:00:00.000,15.39,2024,June,169,15.412
509,2024-06-17T12:00:00.000,15.4,2024,June,169,15.411666666666667
510,2024-06-17T18:00:00.000,15.38,2024,June,169,15.410666666666666
511,2024-06-18T00:00:00.000,15.39,2024,June,170,15.41
512,2024-06-18T06:00:00.000,15.39,2024,June,170,15.408999999999999
513,2024-06-18T12:00:00.000,15.39,2024,June,170,15.408333333333333
514,2024-06-18T18:00:00.000,15.38,2024,June,170,15.407333333333334
515,2024-06-19T00:00:00.000,15.39,2024,June,171,15.406666666666668
516,2024-06-19T06:00:00.000,15.38,2024,June,171,15.405333333333335
517,2024-06-19T12:00:00.000,15.39,2024,June,171,15.404666666666666
518,2024-06-19T18:00:00.000,15.38,2024,June,171,15.403666666666668
519,2024-06-20T00:00:00.000,15.39,2024,June,172,15.403
520,2024-06-20T06:00:00.000,15.38,2024,June,172,15.401666666666667
521,2024-06-20T12:00:00.000,15.39,2024,June,172,15.400666666666668
522,2024-06-20T18:00:00.000,15.38,2024,June,172,15.399333333333335
523,2024-06-21T00:00:00.000,15.39,2024,June,173,15.398333333333333
524,2024-06-21T06:00:00.000,15.38,2024,June,173,15.396666666666667
525,2024-06-21T12:00:00.000,15.39,2024,June,173,15.395666666666669
526,2024-06-21T18:00:00.000,15.38,2024,June,173,15.394333333333334
527,2024-06-22T00:00:00.000,15.4,2024,June,174,15.393666666666666
528,2024-06-22T06:00:00.000,15.4,2024,June,174,15.393333333333334
529,2024-06-22T12:00:00.000,15.4,2024,June,174,15.393
530,2024-06-22T18:00:00.000,15.4,2024,June,174,15.392333333333333
531,2024-06-23T00:00:00.000,15.4,2024,June,175,15.392000000000001
532,2024-06-23T06:00:00.000,15.4,2024,June,175,15.391666666666667
533,2024-06-23T12:00:00.000,15.4,2024,June,175,15.391333333333334
534,2024-06-23T18:00:00.000,15.39,2024,June,175,15.390666666666668
535,2024-06-24T00:00:00.000,15.39,2024,June,176,15.390333333333334
536,2024-06-24T06:00:00.000,15.39,2024,June,176,15.390333333333333
537,2024-06-24T12:00:00.000,15.39,2024,June,176,15.389999999999999
538,2024-06-24T18:00:00.000,15.38,2024,June,176,15.389666666666669
539,2024-06-25T00:00:00.000,15.39,2024,June,177,15.389333333333333
540,2024-06-25T06:00:00.000,15.39,2024,June,177,15.389666666666667
541,2024-06-25T12:00:00.000,15.39,2024,June,177,15.389666666666667
542,2024-06-25T18:00:00.000,15.38,2024,June,177,15.389333333333333
543,2024-06-26T00:00:00.000,15.38,2024,June,178,15.389000000000003
544,2024-06-26T06:00:00.000,15.38,2024,June,178,15.389000000000001
545,2024-06-26T12:00:00.000,15.38,2024,June,178,15.388666666666667
546,2024-06-26T18:00:00.000,15.37,2024,June,178,15.388333333333334
547,2024-06-27T00:00:00.000,15.37,2024,June,179,15.387666666666666
548,2024-06-27T06:00:00.000,15.37,2024,June,179,15.387333333333334
549,2024-06-27T12:00:00.000,15.37,2024,June,179,15.386666666666667
550,2024-06-27T18:00:00.000,15.36,2024,June,179,15.386
551,2024-06-28T00:00:00.000,15.36,2024,June,180,15.385
552,2024-06-28T06:00:00.000,15.37,2024,June,180,15.384666666666668
553,2024-06-28T12:00:00.000,15.36,2024,June,180,15.383666666666667
554,2024-06-28T18:00:00.000,15.36,2024,June,180,15.383000000000001
555,2024-06-29T00:00:00.000,15.37,2024,June,181,15.382333333333332
556,2024-06-29T06:00:00.000,15.38,2024,June,181,15.382333333333332
557,2024-06-29T12:00:00.000,15.38,2024,June,181,15.381666666666666
558,2024-06-29T18:00:00.000,15.37,2024,June,181,15.380666666666666
559,2024-06-30T00:00:00.000,15.37,2024,June,182,15.379666666666667
560,2024-06-30T06:00:00.000,15.37,2024,June,182,15.378666666666668
561,2024-06-30T12:00:00.000,15.37,2024,June,182,15.377666666666666
562,2024-06-30T18:00:00.000,15.36,2024,June,182,15.376333333333333
563,2024-07-01T00:00:00.000,15.37,2024,July,183,15.375333333333336
564,2024-07-01T06:00:00.000,15.36,2024,July,183,15.374333333333333
565,2024-07-01T12:00:00.000,15.36,2024,July,183,15.373333333333333
566,2024-07-01T18:00:00.000,15.36,2024,July,183,15.372333333333334
567,2024-07-02T00:00:00.000,15.36,2024,July,184,15.371333333333334
568,2024-07-02T06:00:00.000,15.36,2024,July,184,15.370666666666665
569,2024-07-02T12:00:00.000,15.36,2024,July,184,15.369666666666665
570,2024-07-02T18:00:00.000,15.35,2024,July,184,15.368333333333334
571,2024-07-03T00:00:00.000,15.35,2024,July,185,15.366999999999999
572,2024-07-03T06:00:00.000,15.35,2024,July,185,15.366000000000001
573,2024-07-03T12:00:00.000,15.35,2024,July,185,15.365
574,2024-07-03T18:00:00.000,15.34,2024,July,185,15.363666666666665
575,2024-07-04T00:00:00.000,15.34,2024,July,186,15.362333333333332
576,2024-07-04T06:00:00.000,15.34,2024,July,186,15.361333333333333
577,2024-07-04T12:00:00.000,15.35,2024,July,186,15.360666666666667
578,2024-07-04T18:00:00.000,15.33,2024,July,186,15.359333333333334
579,2024-07-05T00:00:00.000,15.31,2024,July,187,15.357333333333335
580,2024-07-05T06:00:00.000,15.31,2024,July,187,15.355666666666668
581,2024-07-05T12:00:00.000,15.31,2024,July,187,15.354000000000001
582,2024-07-05T18:00:00.000,15.3,2024,July,187,15.351666666666665
583,2024-07-06T00:00:00.000,15.27,2024,July,188,15.348666666666668
584,2024-07-06T06:00:00.000,15.28,2024,July,188,15.346
585,2024-07-06T12:00:00.000,15.27,2024,July,188,15.342666666666666
586,2024-07-06T18:00:00.000,15.28,2024,July,188,15.339333333333334
587,2024-07-07T00:00:00.000,15.26,2024,July,189,15.335333333333333
588,2024-07-07T06:00:00.000,15.25,2024,July,189,15.331333333333333
589,2024-07-07T12:00:00.000,15.25,2024,July,189,15.327333333333334
590,2024-07-07T18:00:00.000,15.26,2024,July,189,15.323666666666666
591,2024-07-08T00:00:00.000,15.25,2024,July,190,15.319666666666667
592,2024-07-08T06:00:00.000,15.26,2024,July,190,15.316333333333331
593,2024-07-08T12:00:00.000,15.25,2024,July,190,15.312333333333331
594,2024-07-08T18:00:00.000,15.24,2024,July,190,15.308333333333334
595,2024-07-09T00:00:00.000,15.24,2024,July,191,15.304333333333334
596,2024-07-09T06:00:00.000,15.24,2024,July,191,15.300333333333333
597,2024-07-09T12:00:00.000,15.231,2024,July,191,15.296033333333332
598,2024-07-09T18:00:00.000,15.231,2024,July,191,15.291733333333333
599,2024-07-10T00:00:00.000,15.231,2024,July,192,15.287433333333333
600,2024-07-10T06:00:00.000,15.189,2024,July,192,15.282066666666667
601,2024-07-10T12:00:00.000,15.189,2024,July,192,15.2767
602,2024-07-10T18:00:00.000,15.199,2024,July,192,15.271666666666667
603,2024-07-11T00:00:00.000,15.199,2024,July,193,15.266633333333335
604,2024-07-11T06:00:00.000,15.17,2024,July,193,15.260966666666667
605,2024-07-11T12:00:00.000,15.17,2024,July,193,15.2553
606,2024-07-11T18:00:00.000,15.17,2024,July,193,15.249633333333332
607,2024-07-12T00:00:00.000,15.17,2024,July,194,15.243633333333333
608,2024-07-12T06:00:00.000,15.17,2024,July,194,15.2383
609,2024-07-12T12:00:00.000,15.18,2024,July,194,15.233966666666667
610,2024-07-12T18:00:00.000,15.18,2024,July,194,15.229633333333332
611,2024-07-13T00:00:00.000,15.18,2024,July,195,15.225299999999999
612,2024-07-13T06:00:00.000,15.18,2024,July,195,15.221300000000001
613,2024-07-13T12:00:00.000,15.18,2024,July,195,15.2183
614,2024-07-13T18:00:00.000,15.18,2024,July,195,15.214966666666667
615,2024-07-14T00:00:00.000,15.18,2024,July,196,15.211966666666667
616,2024-07-14T06:00:00.000,15.18,2024,July,196,15.208633333333333
617,2024-07-14T12:00:00.000,15.18,2024,July,196,15.205966666666665
618,2024-07-14T18:00:00.000,15.19,2024,July,196,15.203966666666668
619,2024-07-15T00:00:00.000,15.18,2024,July,197,15.201633333333332
620,2024-07-15T06:00:00.000,15.19,2024,July,197,15.1993
621,2024-07-15T12:00:00.000,15.19,2024,July,197,15.1973
622,2024-07-15T18:00:00.000,15.18,2024,July,197,15.194633333333334
623,2024-07-16T00:00:00.000,15.19,2024,July,198,15.192633333333333
624,2024-07-16T06:00:00.000,15.18,2024,July,198,15.190633333333333
625,2024-07-16T12:00:00.000,15.19,2024,July,198,15.188966666666666
626,2024-07-16T18:00:00.000,15.18,2024,July,198,15.186966666666667
627,2024-07-17T00:00:00.000,15.18,2024,July,199,15.185266666666667
628,2024-07-17T06:00:00.000,15.17,2024,July,199,15.183233333333334
629,2024-07-17T12:00:00.000,15.18,2024,July,199,15.181533333333334
630,2024-07-17T18:00:00.000,15.16,2024,July,199,15.180566666666666
631,2024-07-18T00:00:00.000,15.17,2024,July,200,15.179933333333334
632,2024-07-18T06:00:00.000,15.17,2024,July,200,15.178966666666668
633,2024-07-18T12:00:00.000,15.18,2024,July,200,15.178333333333335
634,2024-07-18T18:00:00.000,15.16,2024,July,200,15.177999999999999
635,2024-07-19T00:00:00.000,15.17,2024,July,201,15.178
636,2024-07-19T06:00:00.000,15.16,2024,July,201,15.177666666666665
637,2024-07-19T12:00:00.000,15.17,2024,July,201,15.177666666666665
638,2024-07-19T18:00:00.000,15.16,2024,July,201,15.177333333333333
639,2024-07-20T00:00:00.000,15.17,2024,July,202,15.176999999999998
640,2024-07-20T06:00:00.000,15.16,2024,July,202,15.176333333333334
641,2024-07-20T12:00:00.000,15.16,2024,July,202,15.175666666666666
642,2024-07-20T18:00:00.000,15.15,2024,July,202,15.174666666666667
643,2024-07-21T00:00:00.000,15.16,2024,July,203,15.174
644,2024-07-21T06:00:00.000,15.16,2024,July,203,15.173333333333334
645,2024-07-21T12:00:00.000,15.16,2024,July,203,15.172666666666666
646,2024-07-21T18:00:00.000,15.15,2024,July,203,15.171666666666665
647,2024-07-22T00:00:00.000,15.16,2024,July,204,15.171000000000001
648,2024-07-22T06:00:00.000,15.16,2024,July,204,15.169999999999998
649,2024-07-22T12:00:00.000,15.16,2024,July,204,15.169333333333334
650,2024-07-22T18:00:00.000,15.15,2024,July,204,15.168000000000001
651,2024-07-23T00:00:00.000,15.15,2024,July,205,15.166666666666666
652,2024-07-23T06:00:00.000,15.15,2024,July,205,15.165666666666668
653,2024-07-23T12:00:00.000,15.15,2024,July,205,15.164333333333333
654,2024-07-23T18:00:00.000,15.15,2024,July,205,15.163333333333334
655,2024-07-24T00:00:00.000,15.15,2024,July,206,15.162
656,2024-07-24T06:00:00.000,15.16,2024,July,206,15.161333333333335
657,2024-07-24T12:00:00.000,15.15,2024,July,206,15.160333333333334
658,2024-07-24T18:00:00.000,15.15,2024,July,206,15.159666666666665
659,2024-07-25T00:00:00.000,15.12,2024,July,207,15.157666666666666
660,2024-07-25T06:00:00.000,15.12,2024,July,207,15.156333333333333
661,2024-07-25T12:00:00.000,15.12,2024,July,207,15.154666666666666
662,2024-07-25T18:00:00.000,15.12,2024,July,207,15.152999999999999
663,2024-07-26T00:00:00.000,15.12,2024,July,208,15.151
664,2024-07-26T06:00:00.000,15.11,2024,July,208,15.149333333333335
665,2024-07-26T12:00:00.000,15.11,2024,July,208,15.147333333333332
666,2024-07-26T18:00:00.000,15.1,2024,July,208,15.145333333333333
667,2024-07-27T00:00:00.000,15.11,2024,July,209,15.143333333333334
668,2024-07-27T06:00:00.000,15.11,2024,July,209,15.141666666666667
669,2024-07-27T12:00:00.000,15.12,2024,July,209,15.140000000000002
670,2024-07-27T18:00:00.000,15.12,2024,July,209,15.138666666666666
671,2024-07-28T00:00:00.000,15.13,2024,July,210,15.137666666666666
672,2024-07-28T06:00:00.000,15.12,2024,July,210,15.136666666666665
673,2024-07-28T12:00:00.000,15.14,2024,July,210,15.136000000000001
674,2024-07-28T18:00:00.000,15.14,2024,July,210,15.135333333333334
675,2024-07-29T00:00:00.000,15.14,2024,July,211,15.134666666666666
676,2024-07-29T06:00:00.000,15.14,2024,July,211,15.134333333333332
677,2024-07-29T12:00:00.000,15.14,2024,July,211,15.133666666666667
678,2024-07-29T18:00:00.000,15.13,2024,July,211,15.132666666666667
679,2024-07-30T00:00:00.000,15.13,2024,July,212,15.131666666666666
680,2024-07-30T06:00:00.000,15.1,2024,July,212,15.129999999999999
681,2024-07-30T12:00:00.000,15.1,2024,July,212,15.128333333333334
682,2024-07-30T18:00:00.000,15.09,2024,July,212,15.126333333333331
683,2024-07-31T00:00:00.000,15.1,2024,July,213,15.124666666666666
684,2024-07-31T06:00:00.000,15.09,2024,July,213,15.122666666666666
685,2024-07-31T12:00:00.000,15.09,2024,July,213,15.120666666666667
686,2024-07-31T18:00:00.000,15.08,2024,July,213,15.117999999999999
687,2024-08-01T00:00:00.000,15.08,2024,August,214,15.115666666666668
688,2024-08-01T06:00:00.000,15.07,2024,August,214,15.113000000000001
689,2024-08-01T12:00:00.000,15.08,2024,August,214,15.111666666666668
690,2024-08-01T18:00:00.000,15.06,2024,August,214,15.109666666666667
691,2024-08-02T00:00:00.000,15.07,2024,August,215,15.108
692,2024-08-02T06:00:00.000,15.06,2024,August,215,15.106
693,2024-08-02T12:00:00.000,15.07,2024,August,215,15.104333333333333
694,2024-08-02T18:00:00.000,15.03,2024,August,215,15.101666666666667
695,2024-08-03T00:00:00.000,15.03,2024,August,216,15.099
696,2024-08-03T06:00:00.000,15.03,2024,August,216,15.096666666666666
697,2024-08-03T12:00:00.000,15.04,2024,August,216,15.094333333333333
698,2024-08-03T18:00:00.000,15.03,2024,August,216,15.091666666666667
699,2024-08-04T00:00:00.000,15.04,2024,August,217,15.088999999999999
700,2024-08-04T06:00:00.000,15.02,2024,August,217,15.085666666666668
701,2024-08-04T12:00:00.000,15.02,2024,August,217,15.082
702,2024-08-04T18:00:00.000,15.02,2024,August,217,15.078666666666667
703,2024-08-05T00:00:00.000,14.99,2024,August,218,15.073666666666666
704,2024-08-05T06:00:00.000,14.98,2024,August,218,15.068333333333333
705,2024-08-05T12:00:00.000,14.98,2024,August,218,15.062999999999999
706,2024-08-05T18:00:00.000,14.98,2024,August,218,15.057666666666668
707,2024-08-06T00:00:00.000,14.98,2024,August,219,15.052333333333333
708,2024-08-06T06:00:00.000,14.98,2024,August,219,15.047333333333333
709,2024-08-06T12:00:00.000,14.98,2024,August,219,15.042333333333334
710,2024-08-06T18:00:00.000,14.97,2024,August,219,15.038000000000002
711,2024-08-07T00:00:00.000,14.96,2024,August,220,15.033333333333333
712,2024-08-07T06:00:00.000,14.96,2024,August,220,15.029
713,2024-08-07T12:00:00.000,14.96,2024,August,220,15.024333333333335
714,2024-08-07T18:00:00.000,14.96,2024,August,220,15.02
715,2024-08-08T00:00:00.000,14.97,2024,August,221,15.016
716,2024-08-08T06:00:00.000,14.97,2024,August,221,15.012333333333334
717,2024-08-08T12:00:00.000,14.97,2024,August,221,15.008666666666667
718,2024-08-08T18:00:00.000,14.97,2024,August,221,15.005333333333333
719,2024-08-09T00:00:00.000,14.96,2024,August,222,15.001333333333333
720,2024-08-09T06:00:00.000,14.96,2024,August,222,14.998
721,2024-08-09T12:00:00.000,14.96,2024,August,222,14.994333333333334
722,2024-08-09T18:00:00.000,14.95,2024,August,222,14.990666666666668
723,2024-08-10T00:00:00.000,14.95,2024,August,223,14.986666666666668
724,2024-08-10T06:00:00.000,14.96,2024,August,223,14.984333333333332
725,2024-08-10T12:00:00.000,14.93,2024,August,223,14.981
726,2024-08-10T18:00:00.000,14.94,2024,August,223,14.978
727,2024-08-11T00:00:00.000,14.93,2024,August,224,14.974333333333334
728,2024-08-11T06:00:00.000,14.94,2024,August,224,14.971333333333332
729,2024-08-11T12:00:00.000,14.94,2024,August,224,14.968
730,2024-08-11T18:00:00.000,14.94,2024,August,224,14.965333333333332
731,2024-08-12T00:00:00.000,14.92,2024,August,225,14.962
732,2024-08-12T06:00:00.000,14.93,2024,August,225,14.959000000000001
733,2024-08-12T12:00:00.000,14.92,2024,August,225,14.956666666666667
734,2024-08-12T18:00:00.000,14.92,2024,August,225,14.954666666666666
735,2024-08-13T00:00:00.000,14.92,2024,August,226,14.952666666666667
736,2024-08-13T06:00:00.000,14.92,2024,August,226,14.950666666666667
737,2024-08-13T12:00:00.000,14.92,2024,August,226,14.948666666666666
738,2024-08-13T18:00:00.000,14.91,2024,August,226,14.946333333333335
739,2024-08-14T00:00:00.000,14.91,2024,August,227,14.943999999999999
740,2024-08-14T06:00:00.000,14.91,2024,August,227,14.942
741,2024-08-14T12:00:00.000,14.92,2024,August,227,14.940666666666667
742,2024-08-14T18:00:00.000,14.91,2024,August,227,14.939
743,2024-08-15T00:00:00.000,14.88,2024,August,228,14.936333333333332
744,2024-08-15T06:00:00.000,14.87,2024,August,228,14.933333333333334
745,2024-08-15T12:00:00.000,14.88,2024,August,228,14.930333333333332
746,2024-08-15T18:00:00.000,14.87,2024,August,228,14.927
747,2024-08-16T00:00:00.000,14.87,2024,August,229,14.923666666666666
748,2024-08-16T06:00:00.000,14.87,2024,August,229,14.920333333333334
749,2024-08-16T12:00:00.000,14.86,2024,August,229,14.917
750,2024-08-16T18:00:00.000,14.85,2024,August,229,14.913333333333332
751,2024-08-17T00:00:00.000,14.86,2024,August,230,14.91
752,2024-08-17T06:00:00.000,14.85,2024,August,230,14.906666666666666
753,2024-08-17T12:00:00.000,14.86,2024,August,230,14.903666666666664
754,2024-08-17T18:00:00.000,14.85,2024,August,230,14.9
755,2024-08-18T00:00:00.000,14.85,2024,August,231,14.897333333333334
756,2024-08-18T06:00:00.000,14.85,2024,August,231,14.894333333333332
757,2024-08-18T12:00:00.000,14.85,2024,August,231,14.891666666666667
758,2024-08-18T18:00:00.000,14.86,2024,August,231,14.889000000000001
759,2024-08-19T00:00:00.000,14.88,2024,August,232,14.887
760,2024-08-19T06:00:00.000,14.88,2024,August,232,14.885
761,2024-08-19T12:00:00.000,14.88,2024,August,232,14.883666666666667
762,2024-08-19T18:00:00.000,14.88,2024,August,232,14.882
763,2024-08-20T00:00:00.000,14.88,2024,August,233,14.880666666666666
764,2024-08-20T06:00:00.000,14.89,2024,August,233,14.879666666666667
765,2024-08-20T12:00:00.000,14.89,2024,August,233,14.878666666666668
766,2024-08-20T18:00:00.000,14.88,2024,August,233,14.877333333333334
767,2024-08-21T00:00:00.000,14.88,2024,August,234,14.876000000000001
768,2024-08-21T06:00:00.000,14.89,2024,August,234,14.875333333333334
769,2024-08-21T12:00:00.000,14.89,2024,August,234,14.874666666666666
770,2024-08-21T18:00:00.000,14.9,2024,August,234,14.874333333333334
771,2024-08-22T00:00:00.000,14.9,2024,August,235,14.873666666666667
772,2024-08-22T06:00:00.000,14.91,2024,August,235,14.873666666666669
773,2024-08-22T12:00:00.000,14.91,2024,August,235,14.874666666666666
774,2024-08-22T18:00:00.000,14.91,2024,August,235,14.876000000000001
775,2024-08-23T00:00:00.000,14.91,2024,August,236,14.877
776,2024-08-23T06:00:00.000,14.91,2024,August,236,14.878333333333334
777,2024-08-23T12:00:00.000,14.91,2024,August,236,14.879666666666667
778,2024-08-23T18:00:00.000,14.92,2024,August,236,14.881333333333334
779,2024-08-24T00:00:00.000,14.91,2024,August,237,14.883000000000001
780,2024-08-24T06:00:00.000,14.91,2024,August,237,14.885
781,2024-08-24T12:00:00.000,14.92,2024,August,237,14.887
782,2024-08-24T18:00:00.000,14.93,2024,August,237,14.889666666666667
783,2024-08-25T00:00:00.000,14.93,2024,August,238,14.892000000000001
784,2024-08-25T06:00:00.000,14.93,2024,August,238,14.894666666666668
785,2024-08-25T12:00:00.000,14.93,2024,August,238,14.897333333333332
786,2024-08-25T18:00:00.000,14.94,2024,August,238,14.900333333333332
787,2024-08-26T00:00:00.000,14.95,2024,August,239,14.903666666666668
788,2024-08-26T06:00:00.000,14.95,2024,August,239,14.906666666666666
789,2024-08-26T12:00:00.000,14.95,2024,August,239,14.908999999999999
790,2024-08-26T18:00:00.000,14.95,2024,August,239,14.911333333333333
791,2024-08-27T00:00:00.000,14.97,2024,August,240,14.914333333333333
792,2024-08-27T06:00:00.000,14.96,2024,August,240,14.917
793,2024-08-27T12:00:00.000,14.97,2024,August,240,14.92
794,2024-08-27T18:00:00.000,14.96,2024,August,240,14.922333333333334
